run_number,production_date,prod_line,species,product_type,shift_code,status,giveaway_check,giveaway_pct,reject_count
003531,2026-03-06 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,469.5,0.0
003541,2026-03-06 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,1689.2,0.0
003526,2026-03-07 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,1464.3,1.0
003528,2026-03-07 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,346.8,1.0
003524,2026-03-07 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,529.1,3.0
003529,2026-03-07 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,353.4,2.0
003530,2026-03-07 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,1171.0,0.0
003527,2026-03-07 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,204.0,1.0
003525,2026-03-07 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,1205.2,2.0
003520,2026-03-08 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,605.0,3.0
003523,2026-03-08 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,1655.7,1.0
003522,2026-03-08 00:00:00.000000,VA Line,prawn,,NIGHT,complete,WARNING: giveaway > 3%,664.7,2.0
003516,2026-03-08 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,1681.3,3.0
003517,2026-03-08 00:00:00.000000,Line 2,tuna,steak,NIGHT,complete,WARNING: giveaway > 3%,825.7,0.0
003521,2026-03-08 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,1868.4,2.0
003518,2026-03-08 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,195.3,1.0
003514,2026-03-08 00:00:00.000000,Line 3,cod,fillet,LATE,complete,WARNING: giveaway > 3%,646.1,0.0
003519,2026-03-08 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,146.4,1.0
003515,2026-03-08 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,671.0,1.0
003505,2026-03-09 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,983.0,3.0
003503,2026-03-09 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,209.5,3.0
003512,2026-03-09 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,778.6,1.0
003506,2026-03-09 00:00:00.000000,VA Line,prawn,,LATE,complete,WARNING: giveaway > 3%,269.2,0.0
003504,2026-03-09 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,352.6,3.0
003511,2026-03-09 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,1476.1,1.0
003508,2026-03-09 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,1390.4,2.0
003509,2026-03-09 00:00:00.000000,VA Line,cod,breaded,NIGHT,complete,WARNING: giveaway > 3%,375.3,2.0
003510,2026-03-09 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,433.5,3.0
003507,2026-03-09 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,1124.8,0.0
003513,2026-03-09 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,701.2,2.0
003502,2026-03-10 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,1203.4,1.0
003497,2026-03-10 00:00:00.000000,Line 3,plaice,fillet,LATE,complete,WARNING: giveaway > 3%,661.8,1.0
003494,2026-03-10 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,803.3,0.0
003501,2026-03-10 00:00:00.000000,Line 3,cod,fillet,NIGHT,complete,WARNING: giveaway > 3%,302.4,0.0
003498,2026-03-10 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,1349.2,2.0
003493,2026-03-10 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,675.4,2.0
003492,2026-03-10 00:00:00.000000,Line 3,cod,fillet,LATE,complete,WARNING: giveaway > 3%,604.7,1.0
003499,2026-03-10 00:00:00.000000,Line 3,plaice,fillet,LATE,complete,WARNING: giveaway > 3%,727.5,0.0
003495,2026-03-10 00:00:00.000000,Line 3,plaice,fillet,LATE,complete,WARNING: giveaway > 3%,1193.8,3.0
003500,2026-03-10 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,133.2,0.0
003496,2026-03-10 00:00:00.000000,Line 1,salmon,portion,NIGHT,complete,WARNING: giveaway > 3%,301.4,2.0
003487,2026-03-11 00:00:00.000000,VA Line,cod,breaded,NIGHT,complete,WARNING: giveaway > 3%,990.4,1.0
003488,2026-03-11 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,1187.6,0.0
003485,2026-03-11 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,306.9,0.0
003491,2026-03-11 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,522.7,0.0
003486,2026-03-11 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,296.8,1.0
003484,2026-03-11 00:00:00.000000,Line 3,cod,fillet,NIGHT,complete,WARNING: giveaway > 3%,243.0,1.0
003483,2026-03-11 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,199.9,2.0
003490,2026-03-11 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,334.7,0.0
003482,2026-03-11 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,1377.0,3.0
003489,2026-03-11 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,244.2,0.0
003478,2026-03-12 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,122.5,3.0
003477,2026-03-12 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,1423.4,2.0
003470,2026-03-12 00:00:00.000000,Line 3,cod,fillet,LATE,complete,WARNING: giveaway > 3%,486.1,3.0
003481,2026-03-12 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,560.3,3.0
003480,2026-03-12 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,562.5,3.0
003474,2026-03-12 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,975.6,2.0
003471,2026-03-12 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,738.6,3.0
003476,2026-03-12 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,1074.5,2.0
003475,2026-03-12 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,1189.2,3.0
003472,2026-03-12 00:00:00.000000,Line 2,cod,loin,LATE,complete,WARNING: giveaway > 3%,401.3,2.0
003479,2026-03-12 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,323.8,3.0
003473,2026-03-12 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,573.2,2.0
003468,2026-03-13 00:00:00.000000,Line 1,hake,fillet,LATE,complete,WARNING: giveaway > 3%,326.5,2.0
003467,2026-03-13 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,292.8,0.0
003466,2026-03-13 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,184.4,0.0
003469,2026-03-13 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,919.8,0.0
003465,2026-03-13 00:00:00.000000,VA Line,prawn,,NIGHT,complete,WARNING: giveaway > 3%,1069.6,0.0
003456,2026-03-14 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,540.7,0.0
003457,2026-03-14 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,862.2,1.0
003459,2026-03-14 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,580.4,0.0
003464,2026-03-14 00:00:00.000000,Line 3,plaice,fillet,NIGHT,complete,WARNING: giveaway > 3%,1800.5,0.0
003460,2026-03-14 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,708.0,2.0
003462,2026-03-14 00:00:00.000000,Line 3,pollock,fillet,LATE,complete,WARNING: giveaway > 3%,885.6,0.0
003463,2026-03-14 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,731.9,0.0
003458,2026-03-14 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,451.4,1.0
003461,2026-03-14 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,130.6,3.0
003451,2026-03-15 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,1222.6,1.0
003454,2026-03-15 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,1125.8,0.0
003446,2026-03-15 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,499.7,0.0
003455,2026-03-15 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,592.1,3.0
003452,2026-03-15 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,1725.6,3.0
003453,2026-03-15 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,228.5,1.0
003448,2026-03-15 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,824.7,1.0
003447,2026-03-15 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,927.8,0.0
003449,2026-03-15 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,1147.3,2.0
003450,2026-03-15 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,1397.1,2.0
003436,2026-03-16 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,233.8,2.0
003439,2026-03-16 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,187.7,1.0
003434,2026-03-16 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,340.3,0.0
003438,2026-03-16 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,828.9,0.0
003444,2026-03-16 00:00:00.000000,Line 2,tuna,steak,NIGHT,complete,WARNING: giveaway > 3%,664.0,1.0
003445,2026-03-16 00:00:00.000000,VA Line,,,NIGHT,complete,WARNING: giveaway > 3%,1559.8,2.0
003441,2026-03-16 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,852.0,1.0
003442,2026-03-16 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,805.0,0.0
003440,2026-03-16 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,929.7,0.0
003437,2026-03-16 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,304.0,2.0
003443,2026-03-16 00:00:00.000000,Line 2,cod,loin,LATE,complete,WARNING: giveaway > 3%,941.9,3.0
003435,2026-03-16 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,691.9,3.0
003430,2026-03-17 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,653.8,1.0
003431,2026-03-17 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,405.9,3.0
003429,2026-03-17 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,385.8,0.0
003428,2026-03-17 00:00:00.000000,Line 3,plaice,fillet,NIGHT,complete,WARNING: giveaway > 3%,111.6,0.0
003423,2026-03-17 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,300.6,1.0
003426,2026-03-17 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,490.6,3.0
003424,2026-03-17 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,676.7,1.0
003432,2026-03-17 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,166.0,3.0
003427,2026-03-17 00:00:00.000000,Line 1,salmon,,DAY,complete,WARNING: giveaway > 3%,337.5,1.0
003433,2026-03-17 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,206.1,0.0
003425,2026-03-17 00:00:00.000000,Line 3,cod,fillet,NIGHT,complete,WARNING: giveaway > 3%,219.9,2.0
003411,2026-03-18 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,275.5,3.0
003416,2026-03-18 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,474.1,2.0
003415,2026-03-18 00:00:00.000000,VA Line,,,NIGHT,complete,WARNING: giveaway > 3%,580.9,3.0
003418,2026-03-18 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,676.6,1.0
003421,2026-03-18 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,462.5,2.0
003414,2026-03-18 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,853.8,2.0
003412,2026-03-18 00:00:00.000000,VA Line,,,NIGHT,complete,WARNING: giveaway > 3%,1716.8,0.0
003422,2026-03-18 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,491.9,2.0
003420,2026-03-18 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,959.8,3.0
003419,2026-03-18 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,263.4,2.0
003417,2026-03-18 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,1074.9,1.0
003413,2026-03-18 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,684.7,1.0
003403,2026-03-19 00:00:00.000000,Line 1,salmon,,DAY,complete,WARNING: giveaway > 3%,640.9,0.0
003409,2026-03-19 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,268.2,1.0
003407,2026-03-19 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,653.2,3.0
003408,2026-03-19 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,283.3,0.0
003405,2026-03-19 00:00:00.000000,Line 2,cod,loin,LATE,complete,WARNING: giveaway > 3%,1298.2,3.0
003406,2026-03-19 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,301.6,2.0
003404,2026-03-19 00:00:00.000000,Line 3,pollock,fillet,LATE,complete,WARNING: giveaway > 3%,622.6,1.0
003410,2026-03-19 00:00:00.000000,Smoke Line,mackerel,fillet,LATE,complete,WARNING: giveaway > 3%,499.8,1.0
003401,2026-03-20 00:00:00.000000,Line 1,salmon,,DAY,complete,WARNING: giveaway > 3%,963.0,1.0
003398,2026-03-20 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,384.1,0.0
003399,2026-03-20 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,993.9,3.0
003402,2026-03-20 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,977.7,3.0
003396,2026-03-20 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,1254.6,3.0
003397,2026-03-20 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,514.5,3.0
003394,2026-03-20 00:00:00.000000,Line 1,salmon,,DAY,complete,WARNING: giveaway > 3%,311.8,0.0
003400,2026-03-20 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,1205.4,2.0
003395,2026-03-20 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,957.5,2.0
003391,2026-03-21 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,801.1,2.0
003393,2026-03-21 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,247.8,3.0
003385,2026-03-21 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,275.3,2.0
003389,2026-03-21 00:00:00.000000,Smoke Line,mackerel,fillet,LATE,complete,WARNING: giveaway > 3%,248.8,0.0
003386,2026-03-21 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,466.2,1.0
003384,2026-03-21 00:00:00.000000,Line 3,cod,fillet,NIGHT,complete,WARNING: giveaway > 3%,233.8,3.0
003388,2026-03-21 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,936.4,3.0
003390,2026-03-21 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,541.3,2.0
003392,2026-03-21 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,337.7,3.0
003387,2026-03-21 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,690.7,3.0
003382,2026-03-22 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,205.6,0.0
003375,2026-03-22 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,971.2,1.0
003374,2026-03-22 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,546.2,2.0
003373,2026-03-22 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,575.2,2.0
003383,2026-03-22 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,268.1,2.0
003379,2026-03-22 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,216.5,1.0
003381,2026-03-22 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,415.0,2.0
003380,2026-03-22 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,660.6,2.0
003378,2026-03-22 00:00:00.000000,Line 1,salmon,,DAY,complete,WARNING: giveaway > 3%,118.3,3.0
003377,2026-03-22 00:00:00.000000,VA Line,cod,breaded,NIGHT,complete,WARNING: giveaway > 3%,430.4,1.0
003376,2026-03-22 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,245.1,3.0
003363,2026-03-23 00:00:00.000000,Line 2,tuna,steak,NIGHT,complete,WARNING: giveaway > 3%,745.8,0.0
003366,2026-03-23 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,147.3,3.0
003370,2026-03-23 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,1455.8,1.0
003364,2026-03-23 00:00:00.000000,Line 1,hake,fillet,LATE,complete,WARNING: giveaway > 3%,264.7,1.0
003365,2026-03-23 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,574.6,0.0
003361,2026-03-23 00:00:00.000000,VA Line,,,NIGHT,complete,WARNING: giveaway > 3%,1724.0,0.0
003371,2026-03-23 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,823.4,1.0
003369,2026-03-23 00:00:00.000000,Line 3,cod,fillet,LATE,complete,WARNING: giveaway > 3%,306.6,1.0
003362,2026-03-23 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,631.8,3.0
003372,2026-03-23 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,443.5,2.0
003367,2026-03-23 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,531.6,0.0
003368,2026-03-23 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,627.7,0.0
003356,2026-03-24 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,1478.7,1.0
003360,2026-03-24 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,281.0,0.0
003352,2026-03-24 00:00:00.000000,Line 1,salmon,,DAY,complete,WARNING: giveaway > 3%,265.6,3.0
003359,2026-03-24 00:00:00.000000,Line 1,hake,fillet,LATE,complete,WARNING: giveaway > 3%,1093.6,1.0
003358,2026-03-24 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,477.3,2.0
003354,2026-03-24 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,432.1,3.0
003355,2026-03-24 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,385.2,0.0
003357,2026-03-24 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,1591.3,0.0
003351,2026-03-24 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,2047.7,0.0
003353,2026-03-24 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,411.0,0.0
003347,2026-03-25 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,1573.3,0.0
003345,2026-03-25 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,1399.5,2.0
003350,2026-03-25 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,356.7,1.0
003340,2026-03-25 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,762.2,2.0
003344,2026-03-25 00:00:00.000000,Line 2,tuna,steak,NIGHT,complete,WARNING: giveaway > 3%,1378.2,3.0
003349,2026-03-25 00:00:00.000000,Line 3,plaice,fillet,NIGHT,complete,WARNING: giveaway > 3%,285.9,1.0
003346,2026-03-25 00:00:00.000000,Line 1,salmon,,DAY,complete,WARNING: giveaway > 3%,410.5,1.0
003341,2026-03-25 00:00:00.000000,Line 1,salmon,portion,NIGHT,complete,WARNING: giveaway > 3%,300.6,0.0
003348,2026-03-25 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,767.1,2.0
003342,2026-03-25 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,1494.7,3.0
003343,2026-03-25 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,782.9,3.0
003338,2026-03-26 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,571.7,3.0
003336,2026-03-26 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,827.3,2.0
003335,2026-03-26 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,519.4,2.0
003337,2026-03-26 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,457.0,1.0
003334,2026-03-26 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,513.5,2.0
003333,2026-03-26 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,187.8,2.0
003339,2026-03-26 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,312.1,2.0
003331,2026-03-26 00:00:00.000000,Line 3,cod,fillet,LATE,complete,WARNING: giveaway > 3%,727.1,2.0
003332,2026-03-26 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,474.0,2.0
003324,2026-03-27 00:00:00.000000,Line 3,plaice,fillet,NIGHT,complete,WARNING: giveaway > 3%,543.9,3.0
003327,2026-03-27 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,766.1,0.0
003329,2026-03-27 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,178.9,2.0
003328,2026-03-27 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,409.4,0.0
003322,2026-03-27 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,298.7,3.0
003326,2026-03-27 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,196.7,0.0
003325,2026-03-27 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,577.3,3.0
003330,2026-03-27 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,194.4,1.0
003323,2026-03-27 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,846.0,3.0
003321,2026-03-27 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,315.0,2.0
003312,2026-03-28 00:00:00.000000,VA Line,prawn,,LATE,complete,WARNING: giveaway > 3%,569.3,0.0
003311,2026-03-28 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,903.1,2.0
003313,2026-03-28 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,1194.4,3.0
003315,2026-03-28 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,591.8,0.0
003316,2026-03-28 00:00:00.000000,VA Line,prawn,,NIGHT,complete,WARNING: giveaway > 3%,791.7,0.0
003320,2026-03-28 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,408.2,3.0
003318,2026-03-28 00:00:00.000000,Line 3,cod,fillet,LATE,complete,WARNING: giveaway > 3%,772.1,2.0
003317,2026-03-28 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,133.5,1.0
003309,2026-03-28 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,617.3,0.0
003314,2026-03-28 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,238.4,1.0
003319,2026-03-28 00:00:00.000000,Line 2,tuna,steak,NIGHT,complete,WARNING: giveaway > 3%,862.8,3.0
003310,2026-03-28 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,268.7,3.0
003306,2026-03-29 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,240.0,0.0
003307,2026-03-29 00:00:00.000000,VA Line,prawn,,NIGHT,complete,WARNING: giveaway > 3%,455.7,3.0
003304,2026-03-29 00:00:00.000000,Line 3,pollock,fillet,LATE,complete,WARNING: giveaway > 3%,178.8,1.0
003302,2026-03-29 00:00:00.000000,Line 3,cod,fillet,LATE,complete,WARNING: giveaway > 3%,661.5,0.0
003308,2026-03-29 00:00:00.000000,Line 3,plaice,fillet,LATE,complete,WARNING: giveaway > 3%,655.9,2.0
